Hora;Precios_Mercado(euro/MW);Precio_CO2(euro/Tn);Demanda(GWh);Temperatura_max(.C);Temperatura_min(.C);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia (W/m2)
5;35.00;26.12;16.44;30.9;24.6;0;16.92;0
6;35.73;26.12;16.44;30.9;24.6;0;16.92;0
7;40.9;26.12;16.44;30.9;24.6;0;16.92;140
8;41.55;26.12;32.88;30.9;24.6;0;16.92;311
9;42.01;26.12;32.88;30.9;24.6;0;16.92;536
10;40.9;26.12;49.32;30.9;24.6;0;16.92;677
11;41.47;26.12;49.32;30.9;24.6;0;16.92;836
12;42.04;26.12;49.32;30.9;24.6;0;16.92;929.01
13;42.00;26.12;49.32;30.9;24.6;0;16.92;966.01
14;41.7;26.12;32.88;30.9;24.6;0;16.92;943.01
15;41.47;26.12;32.88;30.9;24.6;0;16.92;650
16;41.55;26.12;32.88;30.9;24.6;0;16.92;715
17;41.65;26.12;49.32;30.9;24.6;0;16.92;550
18;42.78;26.12;49.32;30.9;24.6;0;16.92;351
19;43.4;26.12;49.32;30.9;24.6;0;16.92;157
20;44.55;26.12;32.88;30.9;24.6;0;16.92;0
21;44.92;26.12;32.88;30.9;24.6;0;16.92;0
22;44.54;26.12;32.88;30.9;24.6;0;16.92;0
23;41.77;25.47;33.19;29.3;25.7;1.3;9;0
0;39.68;25.47;16.59;29.3;25.7;1.3;9;0
1;35.00;25.47;16.59;29.3;25.7;1.3;9;0
2;38.2;25.47;16.59;29.3;25.7;1.3;9;0
3;36.9;25.47;16.59;29.3;25.7;1.3;9;0
4;37.61;25.47;16.59;29.3;25.7;1.3;9;0
5;38.2;25.47;16.59;29.3;25.7;1.3;9;0
6;37.21;25.47;16.59;29.3;25.7;1.3;9;0
7;40.18;25.47;16.59;29.3;25.7;1.3;9;137
8;42.84;25.47;33.19;29.3;25.7;1.3;9;333
9;43.03;25.47;33.19;29.3;25.7;1.3;9;522
10;43.45;25.47;49.78;29.3;25.7;1.3;9;698
11;44.27;25.47;49.78;29.3;25.7;1.3;9;820
12;44.97;25.47;49.78;29.3;25.7;1.3;9;917.01
13;46.14;25.47;49.78;29.3;25.7;1.3;9;943.01
14;44.39;25.47;33.19;29.3;25.7;1.3;9;921.01
15;43.01;25.47;33.19;29.3;25.7;1.3;9;842
16;42.86;25.47;33.19;29.3;25.7;1.3;9;705
17;43.73;25.47;49.78;29.3;25.7;1.3;9;542
18;43.97;25.47;49.78;29.3;25.7;1.3;9;345
19;44.9;25.47;49.78;29.3;25.7;1.3;9;153
20;45.45;25.47;33.19;29.3;25.7;1.3;9;0
21;46.15;25.47;33.19;29.3;25.7;1.3;9;0
22;44.97;25.47;33.19;29.3;25.7;1.3;9;0
23;42.5;26.23;32.53;29.3;23.8;0;15.12;0
0;37.96;26.23;16.27;29.3;23.8;0;15.12;0
1;32.4;26.23;16.27;29.3;23.8;0;15.12;0
2;31.01;26.23;16.27;29.3;23.8;0;15.12;0
3;30.3;26.23;16.27;29.3;23.8;0;15.12;0
4;30.3;26.23;16.27;29.3;23.8;0;15.12;0
5;30.3;26.23;16.27;29.3;23.8;0;15.12;0
6;29.95;26.23;16.27;29.3;23.8;0;15.12;0
7;29.89;26.23;16.27;29.3;23.8;0;15.12;95
8;30.99;26.23;32.53;29.3;23.8;0;15.12;332
9;33.02;26.23;32.53;29.3;23.8;0;15.12;523
10;31.98;26.23;48.8;29.3;23.8;0;15.12;704
11;33.66;26.23;48.8;29.3;23.8;0;15.12;842
12;35.79;26.23;48.8;29.3;23.8;0;15.12;931.01
13;36.6;26.23;48.8;29.3;23.8;0;15.12;963.01
14;33.48;26.23;32.53;29.3;23.8;0;15.12;940.01
15;30.33;26.23;32.53;29.3;23.8;0;15.12;845
16;30.3;26.23;32.53;29.3;23.8;0;15.12;719
17;32.62;26.23;48.8;29.3;23.8;0;15.12;539
18;37.37;26.23;48.8;29.3;23.8;0;15.12;340
19;38.78;26.23;48.8;29.3;23.8;0;15.12;154
20;38.37;26.23;32.53;29.3;23.8;0;15.12;0
21;37.78;26.23;32.53;29.3;23.8;0;15.12;0
22;37.12;26.23;32.53;29.3;23.8;0;15.12;0
23;33.8;26.23;29.55;29.6;23.9;0;12.96;0
0;30.67;26.23;14.78;29.6;23.9;0;12.96;0
1;27.82;26.23;14.78;29.6;23.9;0;12.96;0
2;27.09;26.23;14.78;29.6;23.9;0;12.96;0
3;27.51;26.23;14.78;29.6;23.9;0;12.96;0
4;27.08;26.23;14.78;29.6;23.9;0;12.96;0
5;27.62;26.23;14.78;29.6;23.9;0;12.96;0
6;27.15;26.23;14.78;29.6;23.9;0;12.96;0
7;26.79;26.23;14.78;29.6;23.9;0;12.96;130
8;26.79;26.23;29.55;29.6;23.9;0;12.96;291
9;27.62;26.23;29.55;29.6;23.9;0;12.96;496
10;27.63;26.23;44.33;29.6;23.9;0;12.96;702
11;28.01;26.23;44.33;29.6;23.9;0;12.96;849
12;28.1;26.23;44.33;29.6;23.9;0;12.96;908.01
13;27.4;26.23;44.33;29.6;23.9;0;12.96;897.01
14;26.43;26.23;29.55;29.6;23.9;0;12.96;861
15;24.16;26.23;29.55;29.6;23.9;0;12.96;824
16;23.86;26.23;29.55;29.6;23.9;0;12.96;689
17;25.56;26.23;44.33;29.6;23.9;0;12.96;538
18;28.08;26.23;44.33;29.6;23.9;0;12.96;345
19;28.9;26.23;44.33;29.6;23.9;0;12.96;152
20;34.14;26.23;29.55;29.6;23.9;0;12.96;0
21;35.49;26.23;29.55;29.6;23.9;0;12.96;0
22;38.43;26.23;29.55;29.6;23.9;0;12.96;0
23;35.1;26.23;26.94;30.2;23.5;0;12.96;0
0;30.3;26.23;13.47;30.2;23.5;0;12.96;0
1;29.00;26.23;13.47;30.2;23.5;0;12.96;0
2;28.5;26.23;13.47;30.2;23.5;0;12.96;0
3;28.1;26.23;13.47;30.2;23.5;0;12.96;0
4;27.44;26.23;13.47;30.2;23.5;0;12.96;0
5;28.33;26.23;13.47;30.2;23.5;0;12.96;0
6;34.12;26.23;13.47;30.2;23.5;0;12.96;0
7;39.19;26.23;13.47;30.2;23.5;0;12.96;136
8;41.00;26.23;26.94;30.2;23.5;0;12.96;308.65
9;41.53;26.23;26.94;30.2;23.5;0;12.96;531
10;41.2;26.23;40.41;30.2;23.5;0;12.96;704
11;41.16;26.23;40.41;30.2;23.5;0;12.96;852
12;40.97;26.23;40.41;30.2;23.5;0;12.96;947.01
13;39.9;26.23;40.41;30.2;23.5;0;12.96;979.01
14;38.24;26.23;26.94;30.2;23.5;0;12.96;951.01
15;37.18;26.23;26.94;30.2;23.5;0;12.96;860
16;37.75;26.23;26.94;30.2;23.5;0;12.96;719
17;39.67;26.23;40.41;30.2;23.5;0;12.96;544
18;40.06;26.23;40.41;30.2;23.5;0;12.96;346
19;39.16;26.23;40.41;30.2;23.5;0;12.96;150
20;39.97;26.23;26.94;30.2;23.5;0;12.96;0
21;40.83;26.23;26.94;30.2;23.5;0;12.96;0
22;40.16;26.23;26.94;30.2;23.5;0;12.96;0
23;35.05;25.56;29.94;30.6;23.3;0;14.04;0
0;31.6;25.56;14.97;30.6;23.3;0;14.04;0
1;29.00;25.56;14.97;30.6;23.3;0;14.04;0
2;29.00;25.56;14.97;30.6;23.3;0;14.04;0
3;28.87;25.56;14.97;30.6;23.3;0;14.04;0
4;28.5;25.56;14.97;30.6;23.3;0;14.04;0
5;28.7;25.56;14.97;30.6;23.3;0;14.04;0
6;30.3;25.56;14.97;30.6;23.3;0;14.04;0
7;36.24;25.56;14.97;30.6;23.3;0;14.04;129
8;39.97;25.56;29.94;30.6;23.3;0;14.04;307.25
9;40.12;25.56;29.94;30.6;23.3;0;14.04;518
10;38.59;25.56;44.92;30.6;23.3;0;14.04;698
11;35.75;25.56;44.92;30.6;23.3;0;14.04;845
12;37.00;25.56;44.92;30.6;23.3;0;14.04;945.01
13;36.88;25.56;44.92;30.6;23.3;0;14.04;972.01
14;35.22;25.56;29.94;30.6;23.3;0;14.04;944.01
15;34.33;25.56;29.94;30.6;23.3;0;14.04;848
16;33.37;25.56;29.94;30.6;23.3;0;14.04;612
17;37.72;25.56;44.92;30.6;23.3;0;14.04;530
18;40.41;25.56;44.92;30.6;23.3;0;14.04;278
19;41.01;25.56;44.92;30.6;23.3;0;14.04;155
20;41.2;25.56;29.94;30.6;23.3;0;14.04;0
21;41.16;25.56;29.94;30.6;23.3;0;14.04;0
22;39.83;25.56;29.94;30.6;23.3;0;14.04;0
23;34.8;26.3;30.15;31.5;23.2;0;16.92;0
0;34.64;26.3;15.08;31.5;23.2;0;16.92;0
1;31.00;26.3;15.08;31.5;23.2;0;16.92;0
2;30.3;26.3;15.08;31.5;23.2;0;16.92;0
3;30.3;26.3;15.08;31.5;23.2;0;16.92;0
4;32.00;26.3;15.08;31.5;23.2;0;16.92;0
5;32.00;26.3;15.08;31.5;23.2;0;16.92;0
6;33.43;26.3;15.08;31.5;23.2;0;16.92;0
7;34.11;26.3;15.08;31.5;23.2;0;16.92;130
8;36.84;26.3;30.15;31.5;23.2;0;16.92;322
9;36.11;26.3;30.15;31.5;23.2;0;16.92;524
10;36.1;26.3;45.23;31.5;23.2;0;16.92;700
11;38.00;26.3;45.23;31.5;23.2;0;16.92;834
12;39.01;26.3;45.23;31.5;23.2;0;16.92;933.01
13;39.76;26.3;45.23;31.5;23.2;0;16.92;960.01
14;39.16;26.3;30.15;31.5;23.2;0;16.92;916.01
15;36.85;26.3;30.15;31.5;23.2;0;16.92;818
16;34.07;26.3;30.15;31.5;23.2;0;16.92;698
17;33.79;26.3;45.23;31.5;23.2;0;16.92;527
18;39.67;26.3;45.23;31.5;23.2;0;16.92;342
19;43.04;26.3;45.23;31.5;23.2;0;16.92;138
20;43.4;26.3;30.15;31.5;23.2;0;16.92;0
21;42.43;26.3;30.15;31.5;23.2;0;16.92;0
22;41.69;26.3;30.15;31.5;23.2;0;16.92;0
23;36.71;26.6;30.7;32.5;24.1;0;15.84;0
0;38.59;26.6;15.35;32.5;24.1;0;15.84;0
1;36.00;26.6;15.35;32.5;24.1;0;15.84;0
2;30.72;26.6;15.35;32.5;24.1;0;15.84;0
3;29.97;26.6;15.35;32.5;24.1;0;15.84;0
4;29.77;26.6;15.35;32.5;24.1;0;15.84;0
5;29.97;26.6;15.35;32.5;24.1;0;15.84;0
6;32.00;26.6;15.35;32.5;24.1;0;15.84;0
7;37.27;26.6;15.35;32.5;24.1;0;15.84;132
8;38.45;26.6;30.7;32.5;24.1;0;15.84;325
9;38.45;26.6;30.7;32.5;24.1;0;15.84;528
10;36.91;26.6;46.05;32.5;24.1;0;15.84;706
11;36.6;26.6;46.05;32.5;24.1;0;15.84;751
12;38.59;26.6;46.05;32.5;24.1;0;15.84;496
13;39.27;26.6;46.05;32.5;24.1;0;15.84;813
14;38.36;26.6;30.7;32.5;24.1;0;15.84;533
15;36.01;26.6;30.7;32.5;24.1;0;15.84;771
16;36.19;26.6;30.7;32.5;24.1;0;15.84;623
17;39.69;26.6;46.05;32.5;24.1;0;15.84;533
18;42.6;26.6;46.05;32.5;24.1;0;15.84;335
19;43.37;26.6;46.05;32.5;24.1;0;15.84;142
20;46.15;26.6;30.7;32.5;24.1;0;15.84;0
21;43.39;26.6;30.7;32.5;24.1;0;15.84;0
22;41.39;26.6;30.7;32.5;24.1;0;15.84;0
23;37.00;26.33;31.21;30.5;23;0;16.92;0
0;38.64;26.33;15.6;30.5;23;0;16.92;0
1;33.00;26.33;15.6;30.5;23;0;16.92;0
2;29.97;26.33;15.6;30.5;23;0;16.92;0
3;29.97;26.33;15.6;30.5;23;0;16.92;0
4;30.78;26.33;15.6;30.5;23;0;16.92;0
5;32.86;26.33;15.6;30.5;23;0;16.92;0
6;35.54;26.33;15.6;30.5;23;0;16.92;0
7;39.09;26.33;15.6;30.5;23;0;16.92;74
8;39.2;26.33;31.21;30.5;23;0;16.92;152
9;39.75;26.33;31.21;30.5;23;0;16.92;432
10;38.49;26.33;46.81;30.5;23;0;16.92;632
11;38.97;26.33;46.81;30.5;23;0;16.92;794
12;41.34;26.33;46.81;30.5;23;0;16.92;889.01
13;40.9;26.33;46.81;30.5;23;0;16.92;935.01
14;39.99;26.33;31.21;30.5;23;0;16.92;938.01
15;36.73;26.33;31.21;30.5;23;0;16.92;855.01
16;38.64;26.33;31.21;30.5;23;0;16.92;667
17;40.11;26.33;46.81;30.5;23;0;16.92;536
18;43.82;26.33;46.81;30.5;23;0;16.92;336
19;44.58;26.33;46.81;30.5;23;0;16.92;139
20;47.07;26.33;31.21;30.5;23;0;16.92;0
21;44.4;26.33;31.21;30.5;23;0;16.92;0
22;42.47;26.33;31.21;30.5;23;0;16.92;0
23;39.99;26.36;31.17;30.3;24.9;0;15.84;0
0;39.27;26.36;15.58;30.3;24.9;0;15.84;0
1;39.75;26.36;15.58;30.3;24.9;0;15.84;0
2;39.27;26.36;15.58;30.3;24.9;0;15.84;0
3;38.27;26.36;15.58;30.3;24.9;0;15.84;0
4;38.64;26.36;15.58;30.3;24.9;0;15.84;0
5;38.31;26.36;15.58;30.3;24.9;0;15.84;0
6;37.00;26.36;15.58;30.3;24.9;0;15.84;0
7;36.99;26.36;15.58;30.3;24.9;0;15.84;128
8;34.07;26.36;31.17;30.3;24.9;0;15.84;322
9;37.68;26.36;31.17;30.3;24.9;0;15.84;520
10;37.00;26.36;46.75;30.3;24.9;0;15.84;694
11;34.99;26.36;46.75;30.3;24.9;0;15.84;838.01
12;35.98;26.36;46.75;30.3;24.9;0;15.84;937.01
13;32.65;26.36;46.75;30.3;24.9;0;15.84;970.01
14;30.3;26.36;31.17;30.3;24.9;0;15.84;931.01
15;31.74;26.36;31.17;30.3;24.9;0;15.84;848.01
16;29.77;26.36;31.17;30.3;24.9;0;15.84;710
17;33.2;26.36;46.75;30.3;24.9;0;15.84;530
18;38.1;26.36;46.75;30.3;24.9;0;15.84;333
19;40.7;26.36;46.75;30.3;24.9;0;15.84;137
20;41.2;26.36;31.17;30.3;24.9;0;15.84;0
21;40.77;26.36;31.17;30.3;24.9;0;15.84;0
22;40.77;26.36;31.17;30.3;24.9;0;15.84;0
23;39.49;26.36;28.08;34.6;23;0;12.96;0
0;39.79;26.36;14.04;34.6;23;0;12.96;0
1;39.49;26.36;14.04;34.6;23;0;12.96;0
2;38.07;26.36;14.04;34.6;23;0;12.96;0
3;37.51;26.36;14.04;34.6;23;0;12.96;0
4;32.73;26.36;14.04;34.6;23;0;12.96;0
5;37.66;26.36;14.04;34.6;23;0;12.96;0
6;32.29;26.36;14.04;34.6;23;0;12.96;0
7;33.72;26.36;14.04;34.6;23;0;12.96;125
8;32.29;26.36;28.08;34.6;23;0;12.96;320
9;32.27;26.36;28.08;34.6;23;0;12.96;523
10;29.9;26.36;42.12;34.6;23;0;12.96;696
11;29.84;26.36;42.12;34.6;23;0;12.96;840.01
12;30.56;26.36;42.12;34.6;23;0;12.96;940.01
13;29.78;26.36;42.12;34.6;23;0;12.96;968.01
14;29.75;26.36;28.08;34.6;23;0;12.96;933.01
15;29.00;26.36;28.08;34.6;23;0;12.96;846.01
16;28.7;26.36;28.08;34.6;23;0;12.96;711
17;29.46;26.36;42.12;34.6;23;0;12.96;530
18;35.00;26.36;42.12;34.6;23;0;12.96;330
19;39.9;26.36;42.12;34.6;23;0;12.96;135
20;40.24;26.36;28.08;34.6;23;0;12.96;0
21;41.82;26.36;28.08;34.6;23;0;12.96;0
22;42.11;26.36;28.08;34.6;23;0;12.96;0
23;39.78;26.36;26.32;32.7;23.2;0;12.96;0
0;33.9;26.36;13.16;32.7;23.2;0;12.96;0
1;29.75;26.36;13.16;32.7;23.2;0;12.96;0
2;29.00;26.36;13.16;32.7;23.2;0;12.96;0
3;29.1;26.36;13.16;32.7;23.2;0;12.96;0
4;29.1;26.36;13.16;32.7;23.2;0;12.96;0
5;29.75;26.36;13.16;32.7;23.2;0;12.96;0
6;36.9;26.36;13.16;32.7;23.2;0;12.96;0
7;38.61;26.36;13.16;32.7;23.2;0;12.96;123
8;40.35;26.36;26.32;32.7;23.2;0;12.96;314
9;41.00;26.36;26.32;32.7;23.2;0;12.96;516
10;40.57;26.36;39.49;32.7;23.2;0;12.96;693
11;38.97;26.36;39.49;32.7;23.2;0;12.96;838.01
12;41.4;26.36;39.49;32.7;23.2;0;12.96;933.01
13;41.46;26.36;39.49;32.7;23.2;0;12.96;965.01
14;40.86;26.36;26.32;32.7;23.2;0;12.96;931.01
15;39.57;26.36;26.32;32.7;23.2;0;12.96;834.01
16;40.00;26.36;26.32;32.7;23.2;0;12.96;697
17;42.21;26.36;39.49;32.7;23.2;0;12.96;535
18;42.46;26.36;39.49;32.7;23.2;0;12.96;323
19;42.57;26.36;39.49;32.7;23.2;0;12.96;89
20;43.4;26.36;26.32;32.7;23.2;0;12.96;0
21;43.4;26.36;26.32;32.7;23.2;0;12.96;0
22;42.04;26.36;26.32;32.7;23.2;0;12.96;0
23;37.78;26.67;29.54;30.7;24.1;0;14.04;0
0;40.24;26.67;14.77;30.7;24.1;0;14.04;0
1;33.92;26.67;14.77;30.7;24.1;0;14.04;0
2;32.34;26.67;14.77;30.7;24.1;0;14.04;0
3;30.75;26.67;14.77;30.7;24.1;0;14.04;0
4;30.49;26.67;14.77;30.7;24.1;0;14.04;0
5;32.67;26.67;14.77;30.7;24.1;0;14.04;0
6;36.1;26.67;14.77;30.7;24.1;0;14.04;0
7;38.99;26.67;14.77;30.7;24.1;0;14.04;18
8;40.24;26.67;29.54;30.7;24.1;0;14.04;49
9;41.65;26.67;29.54;30.7;24.1;0;14.04;61
10;41.3;26.67;44.31;30.7;24.1;0;14.04;185
11;40.47;26.67;44.31;30.7;24.1;0;14.04;275
12;41.3;26.67;44.31;30.7;24.1;0;14.04;584
13;41.52;26.67;44.31;30.7;24.1;0;14.04;824
14;39.53;26.67;29.54;30.7;24.1;0;14.04;705
15;39.00;26.67;29.54;30.7;24.1;0;14.04;782
16;38.99;26.67;29.54;30.7;24.1;0;14.04;424
17;39.53;26.67;44.31;30.7;24.1;0;14.04;493
18;41.46;26.67;44.31;30.7;24.1;0;14.04;297
19;42.11;26.67;44.31;30.7;24.1;0;14.04;125
20;43.6;26.67;29.54;30.7;24.1;0;14.04;0
21;44.21;26.67;29.54;30.7;24.1;0;14.04;0
22;42.68;26.67;29.54;30.7;24.1;0;14.04;0
23;40.03;26.13;29.37;30.5;23.5;0;15.12;0
0;39.26;26.13;14.68;30.5;23.5;0;15.12;0
1;37.01;26.13;14.68;30.5;23.5;0;15.12;0
2;33.07;26.13;14.68;30.5;23.5;0;15.12;0
3;32.05;26.13;14.68;30.5;23.5;0;15.12;0
4;30.8;26.13;14.68;30.5;23.5;0;15.12;0
5;31.25;26.13;14.68;30.5;23.5;0;15.12;0
6;34.93;26.13;14.68;30.5;23.5;0;15.12;0
7;39.00;26.13;14.68;30.5;23.5;0;15.12;117
8;41.4;26.13;29.37;30.5;23.5;0;15.12;312
9;42.44;26.13;29.37;30.5;23.5;0;15.12;514
10;42.19;26.13;44.05;30.5;23.5;0;15.12;685
11;41.92;26.13;44.05;30.5;23.5;0;15.12;816.01
12;41.7;26.13;44.05;30.5;23.5;0;15.12;894.01
13;41.51;26.13;44.05;30.5;23.5;0;15.12;909.01
14;40.77;26.13;29.37;30.5;23.5;0;15.12;896.01
15;39.00;26.13;29.37;30.5;23.5;0;15.12;815.01
16;38.99;26.13;29.37;30.5;23.5;0;15.12;661
17;39.49;26.13;44.05;30.5;23.5;0;15.12;450
18;40.00;26.13;44.05;30.5;23.5;0;15.12;288
19;41.56;26.13;44.05;30.5;23.5;0;15.12;118
20;43.3;26.13;29.37;30.5;23.5;0;15.12;0
21;45.07;26.13;29.37;30.5;23.5;0;15.12;0
22;44.02;26.13;29.37;30.5;23.5;0;15.12;0
23;41.84;25.91;28.43;32.7;22.2;0;18;0
0;41.2;25.91;14.22;32.7;22.2;0;18;0
1;39.98;25.91;14.22;32.7;22.2;0;18;0
2;38.00;25.91;14.22;32.7;22.2;0;18;0
3;37.01;25.91;14.22;32.7;22.2;0;18;0
4;36.82;25.91;14.22;32.7;22.2;0;18;0
5;38.07;25.91;14.22;32.7;22.2;0;18;0
6;34.88;25.91;14.22;32.7;22.2;0;18;0
7;40.6;25.91;14.22;32.7;22.2;0;18;110
8;41.55;25.91;28.43;32.7;22.2;0;18;273
9;42.26;25.91;28.43;32.7;22.2;0;18;489
10;41.74;25.91;42.65;32.7;22.2;0;18;679
11;40.29;25.91;42.65;32.7;22.2;0;18;818.01
12;41.93;25.91;42.65;32.7;22.2;0;18;907.01
13;41.74;25.91;42.65;32.7;22.2;0;18;943.01
14;39.99;25.91;28.43;32.7;22.2;0;18;909.01
15;38.09;25.91;28.43;32.7;22.2;0;18;821.01
16;39.00;25.91;28.43;32.7;22.2;0;18;688
17;41.92;25.91;42.65;32.7;22.2;0;18;511
18;42.44;25.91;42.65;32.7;22.2;0;18;310
19;42.79;25.91;42.65;32.7;22.2;0;18;117
20;43.97;25.91;28.43;32.7;22.2;0;18;0
21;44.29;25.91;28.43;32.7;22.2;0;18;0
22;42.44;25.91;28.43;32.7;22.2;0;18;0
23;41.47;25.48;28.58;30.8;21.7;0;15.12;0
0;33.41;25.48;14.29;30.8;21.7;0;15.12;0
1;32.24;25.48;14.29;30.8;21.7;0;15.12;0
2;31.07;25.48;14.29;30.8;21.7;0;15.12;0
3;30.18;25.48;14.29;30.8;21.7;0;15.12;0
4;30.07;25.48;14.29;30.8;21.7;0;15.12;0
5;32.1;25.48;14.29;30.8;21.7;0;15.12;0
6;34.01;25.48;14.29;30.8;21.7;0;15.12;0
7;35.74;25.48;14.29;30.8;21.7;0;15.12;111
8;39.53;25.48;28.58;30.8;21.7;0;15.12;309
9;41.00;25.48;28.58;30.8;21.7;0;15.12;512
10;41.42;25.48;42.88;30.8;21.7;0;15.12;688
11;40.5;25.48;42.88;30.8;21.7;0;15.12;829.01
12;40.67;25.48;42.88;30.8;21.7;0;15.12;925.01
13;39.17;25.48;42.88;30.8;21.7;0;15.12;961.01
14;37.61;25.48;28.58;30.8;21.7;0;15.12;921.01
15;37.01;25.48;28.58;30.8;21.7;0;15.12;832.01
16;38.01;25.48;28.58;30.8;21.7;0;15.12;696
17;36.2;25.48;42.88;30.8;21.7;0;15.12;510
18;36.1;25.48;42.88;30.8;21.7;0;15.12;312
19;37.5;25.48;42.88;30.8;21.7;0;15.12;117
20;40.24;25.48;28.58;30.8;21.7;0;15.12;0
21;41.91;25.48;28.58;30.8;21.7;0;15.12;0
22;40.00;25.48;28.58;30.8;21.7;0;15.12;0
23;35.39;25.45;28.36;30.9;22.1;0;16.92;0
0;39.17;25.45;14.18;30.9;22.1;0;16.92;0
1;36.26;25.45;14.18;30.9;22.1;0;16.92;0
2;31.77;25.45;14.18;30.9;22.1;0;16.92;0
3;30.31;25.45;14.18;30.9;22.1;0;16.92;0
4;29.92;25.45;14.18;30.9;22.1;0;16.92;0
5;29.06;25.45;14.18;30.9;22.1;0;16.92;0
6;29.00;25.45;14.18;30.9;22.1;0;16.92;0
7;29.1;25.45;14.18;30.9;22.1;0;16.92;110
8;30.38;25.45;28.36;30.9;22.1;0;16.92;305
9;31.39;25.45;28.36;30.9;22.1;0;16.92;504
10;30.14;25.45;42.53;30.9;22.1;0;16.92;682
11;29.91;25.45;42.53;30.9;22.1;0;16.92;827.01
12;29.53;25.45;42.53;30.9;22.1;0;16.92;917.01
13;28.00;25.45;42.53;30.9;22.1;0;16.92;954.01
14;27.14;25.45;28.36;30.9;22.1;0;16.92;918.01
15;26.07;25.45;28.36;30.9;22.1;0;16.92;829.01
16;27.3;25.45;28.36;30.9;22.1;0;16.92;689
17;28.5;25.45;42.53;30.9;22.1;0;16.92;510
18;28.9;25.45;42.53;30.9;22.1;0;16.92;311
19;32.2;25.45;42.53;30.9;22.1;0;16.92;116
20;39.59;25.45;28.36;30.9;22.1;0;16.92;0
21;39.93;25.45;28.36;30.9;22.1;0;16.92;0
22;39.59;25.45;28.36;30.9;22.1;0;16.92;0
23;34.14;25.45;25.12;32.3;23.2;0;15.12;0
0;33.12;25.45;12.56;32.3;23.2;0;15.12;0
1;29.00;25.45;12.56;32.3;23.2;0;15.12;0
2;28.00;25.45;12.56;32.3;23.2;0;15.12;0
3;26.5;25.45;12.56;32.3;23.2;0;15.12;0
4;26.15;25.45;12.56;32.3;23.2;0;15.12;0
5;25.7;25.45;12.56;32.3;23.2;0;15.12;0
6;26.00;25.45;12.56;32.3;23.2;0;15.12;0
7;25.95;25.45;12.56;32.3;23.2;0;15.12;98
8;28.00;25.45;25.12;32.3;23.2;0;15.12;281
9;28.36;25.45;25.12;32.3;23.2;0;15.12;471
10;25.51;25.45;37.68;32.3;23.2;0;15.12;643
11;24.11;25.45;37.68;32.3;23.2;0;15.12;798.01
12;25.00;25.45;37.68;32.3;23.2;0;15.12;880.01
13;22.64;25.45;37.68;32.3;23.2;0;15.12;771.31
14;28.00;25.45;25.12;32.3;23.2;0;15.12;896.01
15;24.11;25.45;25.12;32.3;23.2;0;15.12;808.01
16;22.5;25.45;25.12;32.3;23.2;0;15.12;663
17;28.11;25.45;37.68;32.3;23.2;0;15.12;343
18;29.11;25.45;37.68;32.3;23.2;0;15.12;317
19;36.98;25.45;37.68;32.3;23.2;0;15.12;83
20;39.77;25.45;25.12;32.3;23.2;0;15.12;0
21;40.21;25.45;25.12;32.3;23.2;0;15.12;0
22;39.98;25.45;25.12;32.3;23.2;0;15.12;0
23;35.07;25.45;23.5;33.2;22.5;0;12.96;0
0;34.9;25.45;11.75;33.2;22.5;0;12.96;0
1;28.75;25.45;11.75;33.2;22.5;0;12.96;0
2;28.25;25.45;11.75;33.2;22.5;0;12.96;0
3;27.75;25.45;11.75;33.2;22.5;0;12.96;0
4;27.91;25.45;11.75;33.2;22.5;0;12.96;0
5;30.13;25.45;11.75;33.2;22.5;0;12.96;0
6;34.9;25.45;11.75;33.2;22.5;0;12.96;0
7;38.62;25.45;11.75;33.2;22.5;0;12.96;30
8;39.67;25.45;23.5;33.2;22.5;0;12.96;57
9;40.42;25.45;23.5;33.2;22.5;0;12.96;115
10;39.67;25.45;35.26;33.2;22.5;0;12.96;231
11;38.77;25.45;35.26;33.2;22.5;0;12.96;253
12;39.01;25.45;35.26;33.2;22.5;0;12.96;252
13;38.67;25.45;35.26;33.2;22.5;0;12.96;226
14;38.09;25.45;23.5;33.2;22.5;0;12.96;659
15;34.64;25.45;23.5;33.2;22.5;0;12.96;792.01
16;34.00;25.45;23.5;33.2;22.5;0;12.96;663
17;34.63;25.45;35.26;33.2;22.5;0;12.96;483
18;34.63;25.45;35.26;33.2;22.5;0;12.96;287
19;38.09;25.45;35.26;33.2;22.5;0;12.96;102
20;41.03;25.45;23.5;33.2;22.5;0;12.96;0
21;44.31;25.45;23.5;33.2;22.5;0;12.96;0
22;43.5;25.45;23.5;33.2;22.5;0;12.96;0
23;38.74;26.2;27.25;31.8;23.7;0;11.88;0
0;37.7;26.2;13.62;31.8;23.7;0;11.88;0
1;33.68;26.2;13.62;31.8;23.7;0;11.88;0
2;31.27;26.2;13.62;31.8;23.7;0;11.88;0
3;29.92;26.2;13.62;31.8;23.7;0;11.88;0
4;29.95;26.2;13.62;31.8;23.7;0;11.88;0
5;32.79;26.2;13.62;31.8;23.7;0;11.88;0
6;37.07;26.2;13.62;31.8;23.7;0;11.88;0
7;41.06;26.2;13.62;31.8;23.7;0;11.88;96
8;42.78;26.2;27.25;31.8;23.7;0;11.88;286
9;43.00;26.2;27.25;31.8;23.7;0;11.88;488
10;42.23;26.2;40.87;31.8;23.7;0;11.88;668
11;41.21;26.2;40.87;31.8;23.7;0;11.88;811.01
