Hora;Precios_Mercado(euro/MW);Precio_CO2(euro/Tn);Demanda(GWh);Temperatura_max(.C);Temperatura_min(.C);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia (W/m2)
12;40.8;26.2;40.87;31.8;23.7;0;11.88;905.01
13;39.59;26.2;40.87;31.8;23.7;0;11.88;916.01
14;36.5;26.2;27.25;31.8;23.7;0;11.88;900.01
15;35.99;26.2;27.25;31.8;23.7;0;11.88;815.01
16;37.6;26.2;27.25;31.8;23.7;0;11.88;667
17;39.59;26.2;40.87;31.8;23.7;0;11.88;493
18;39.66;26.2;40.87;31.8;23.7;0;11.88;291
19;41.09;26.2;40.87;31.8;23.7;0;11.88;89
20;42.78;26.2;27.25;31.8;23.7;0;11.88;0
21;44.58;26.2;27.25;31.8;23.7;0;11.88;0
22;43.2;26.2;27.25;31.8;23.7;0;11.88;0
23;40.29;26.29;28.29;32.2;23.7;0;12.96;0
0;38.29;26.29;14.15;32.2;23.7;0;12.96;0
1;35.89;26.29;14.15;32.2;23.7;0;12.96;0
2;32.52;26.29;14.15;32.2;23.7;0;12.96;0
3;30.48;26.29;14.15;32.2;23.7;0;12.96;0
4;30.25;26.29;14.15;32.2;23.7;0;12.96;0
5;33.43;26.29;14.15;32.2;23.7;0;12.96;0
6;39.00;26.29;14.15;32.2;23.7;0;12.96;0
7;40.73;26.29;14.15;32.2;23.7;0;12.96;99
8;40.65;26.29;28.29;32.2;23.7;0;12.96;293
9;41.69;26.29;28.29;32.2;23.7;0;12.96;496
10;38.42;26.29;42.44;32.2;23.7;0;12.96;676
11;38.82;26.29;42.44;32.2;23.7;0;12.96;818.01
12;38.29;26.29;42.44;32.2;23.7;0;12.96;903.01
13;33.68;26.29;42.44;32.2;23.7;0;12.96;943.01
14;33.25;26.29;28.29;32.2;23.7;0;12.96;907.01
15;28.25;26.29;28.29;32.2;23.7;0;12.96;821.01
16;27.5;26.29;28.29;32.2;23.7;0;12.96;675
17;27.00;26.29;42.44;32.2;23.7;0;12.96;494
18;26.5;26.29;42.44;32.2;23.7;0;12.96;292
19;30.00;26.29;42.44;32.2;23.7;0;12.96;100
20;38.29;26.29;28.29;32.2;23.7;0;12.96;0
21;41.00;26.29;28.29;32.2;23.7;0;12.96;0
22;39.79;26.29;28.29;32.2;23.7;0;12.96;0
23;33.97;26.2;28.99;30.8;24.5;0;14.04;0
0;33.16;26.2;14.5;30.8;24.5;0;14.04;0
1;28.6;26.2;14.5;30.8;24.5;0;14.04;0
2;27.00;26.2;14.5;30.8;24.5;0;14.04;0
3;26.5;26.2;14.5;30.8;24.5;0;14.04;0
4;27.5;26.2;14.5;30.8;24.5;0;14.04;0
5;28.03;26.2;14.5;30.8;24.5;0;14.04;0
6;33.00;26.2;14.5;30.8;24.5;0;14.04;0
7;37.74;26.2;14.5;30.8;24.5;0;14.04;98
8;39.79;26.2;28.99;30.8;24.5;0;14.04;293
9;40.49;26.2;28.99;30.8;24.5;0;14.04;491
10;39.82;26.2;43.49;30.8;24.5;0;14.04;667
11;38.08;26.2;43.49;30.8;24.5;0;14.04;811.01
12;37.21;26.2;43.49;30.8;24.5;0;14.04;900.01
13;34.62;26.2;43.49;30.8;24.5;0;14.04;931.01
14;33.18;26.2;28.99;30.8;24.5;0;14.04;899.01
15;30.00;26.2;28.99;30.8;24.5;0;14.04;804.01
16;29.00;26.2;28.99;30.8;24.5;0;14.04;667
17;30.22;26.2;43.49;30.8;24.5;0;14.04;485
18;32.48;26.2;43.49;30.8;24.5;0;14.04;288
19;36.2;26.2;43.49;30.8;24.5;0;14.04;93
20;41.7;26.2;28.99;30.8;24.5;0;14.04;0
21;43.82;26.2;28.99;30.8;24.5;0;14.04;0
22;42.23;26.2;28.99;30.8;24.5;0;14.04;0
23;37.57;25.75;29.15;30.3;25.1;0;12.96;0
0;34.67;25.75;14.58;30.3;25.1;0;12.96;0
1;30.32;25.75;14.58;30.3;25.1;0;12.96;0
2;27.00;25.75;14.58;30.3;25.1;0;12.96;0
3;26.00;25.75;14.58;30.3;25.1;0;12.96;0
4;25.75;25.75;14.58;30.3;25.1;0;12.96;0
5;27.00;25.75;14.58;30.3;25.1;0;12.96;0
6;28.16;25.75;14.58;30.3;25.1;0;12.96;0
7;35.46;25.75;14.58;30.3;25.1;0;12.96;95
8;38.98;25.75;29.15;30.3;25.1;0;12.96;288
9;38.00;25.75;29.15;30.3;25.1;0;12.96;486
10;33.9;25.75;43.73;30.3;25.1;0;12.96;664
11;32.97;25.75;43.73;30.3;25.1;0;12.96;682
12;33.48;25.75;43.73;30.3;25.1;0;12.96;617
13;32.61;25.75;43.73;30.3;25.1;0;12.96;892.01
14;31.32;25.75;29.15;30.3;25.1;0;12.96;886.01
15;28.24;25.75;29.15;30.3;25.1;0;12.96;783.01
16;27.92;25.75;29.15;30.3;25.1;0;12.96;517
17;33.9;25.75;43.73;30.3;25.1;0;12.96;364
18;38.73;25.75;43.73;30.3;25.1;0;12.96;284
19;41.2;25.75;43.73;30.3;25.1;0;12.96;90
20;41.6;25.75;29.15;30.3;25.1;0;12.96;0
21;41.83;25.75;29.15;30.3;25.1;0;12.96;0
22;40.08;25.75;29.15;30.3;25.1;0;12.96;0
23;36.91;25.62;29.52;31.3;24;0;12.96;0
0;32.29;25.62;14.76;31.3;24;0;12.96;0
1;27.57;25.62;14.76;31.3;24;0;12.96;0
2;27.00;25.62;14.76;31.3;24;0;12.96;0
3;27.00;25.62;14.76;31.3;24;0;12.96;0
4;26.4;25.62;14.76;31.3;24;0;12.96;0
5;26.3;25.62;14.76;31.3;24;0;12.96;0
6;27.00;25.62;14.76;31.3;24;0;12.96;0
7;32.99;25.62;14.76;31.3;24;0;12.96;55
8;33.00;25.62;29.52;31.3;24;0;12.96;203
9;36.37;25.62;29.52;31.3;24;0;12.96;368
10;31.7;25.62;44.28;31.3;24;0;12.96;583
11;36.37;25.62;44.28;31.3;24;0;12.96;671
12;37.12;25.62;44.28;31.3;24;0;12.96;683
13;38.29;25.62;44.28;31.3;24;0;12.96;810.01
14;38.29;25.62;29.52;31.3;24;0;12.96;825.01
15;31.07;25.62;29.52;31.3;24;0;12.96;797.01
16;27.45;25.62;29.52;31.3;24;0;12.96;663
17;27.19;25.62;44.28;31.3;24;0;12.96;479
18;26.64;25.62;44.28;31.3;24;0;12.96;275
19;30.27;25.62;44.28;31.3;24;0;12.96;84
20;34.43;25.62;29.52;31.3;24;0;12.96;0
21;39.77;25.62;29.52;31.3;24;0;12.96;0
22;39.79;25.62;29.52;31.3;24;0;12.96;0
23;37.87;25.62;26.95;31.2;23.7;0;14.04;0
0;38.07;25.62;13.48;31.2;23.7;0;14.04;0
1;35.53;25.62;13.48;31.2;23.7;0;14.04;0
2;31.88;25.62;13.48;31.2;23.7;0;14.04;0
3;28.1;25.62;13.48;31.2;23.7;0;14.04;0
4;27.9;25.62;13.48;31.2;23.7;0;14.04;0
5;27.8;25.62;13.48;31.2;23.7;0;14.04;0
6;27.7;25.62;13.48;31.2;23.7;0;14.04;0
7;25.5;25.62;13.48;31.2;23.7;0;14.04;81
8;25.5;25.62;26.95;31.2;23.7;0;14.04;282
9;25.15;25.62;26.95;31.2;23.7;0;14.04;481
10;23.77;25.62;40.43;31.2;23.7;0;14.04;659
11;25.15;25.62;40.43;31.2;23.7;0;14.04;803.01
12;27.00;25.62;40.43;31.2;23.7;0;14.04;897.01
13;28.1;25.62;40.43;31.2;23.7;0;14.04;922.01
14;28.1;25.62;26.95;31.2;23.7;0;14.04;890.01
15;25.5;25.62;26.95;31.2;23.7;0;14.04;807.01
16;20.00;25.62;26.95;31.2;23.7;0;14.04;663
17;22.88;25.62;40.43;31.2;23.7;0;14.04;475
18;28.00;25.62;40.43;31.2;23.7;0;14.04;274
19;33.41;25.62;40.43;31.2;23.7;0;14.04;81
20;37.32;25.62;26.95;31.2;23.7;0;14.04;0
21;38.87;25.62;26.95;31.2;23.7;0;14.04;0
22;38.07;25.62;26.95;31.2;23.7;0;14.04;0
23;31.99;25.62;24.91;30.9;22.9;0;15.84;0
0;32.26;25.62;12.45;30.9;22.9;0;15.84;0
1;27.95;25.62;12.45;30.9;22.9;0;15.84;0
2;27.14;25.62;12.45;30.9;22.9;0;15.84;0
3;25.5;25.62;12.45;30.9;22.9;0;15.84;0
4;25.5;25.62;12.45;30.9;22.9;0;15.84;0
5;28.9;25.62;12.45;30.9;22.9;0;15.84;0
6;39.79;25.62;12.45;30.9;22.9;0;15.84;0
7;40.06;25.62;12.45;30.9;22.9;0;15.84;89
8;40.06;25.62;24.91;30.9;22.9;0;15.84;283
9;39.98;25.62;24.91;30.9;22.9;0;15.84;481
10;38.29;25.62;37.36;30.9;22.9;0;15.84;660
11;39.55;25.62;37.36;30.9;22.9;0;15.84;801.01
12;40.55;25.62;37.36;30.9;22.9;0;15.84;890.01
13;42.26;25.62;37.36;30.9;22.9;0;15.84;919.01
14;42.1;25.62;24.91;30.9;22.9;0;15.84;886.01
15;41.2;25.62;24.91;30.9;22.9;0;15.84;803.01
16;41.92;25.62;24.91;30.9;22.9;0;15.84;659
17;42.09;25.62;37.36;30.9;22.9;0;15.84;473
18;42.15;25.62;37.36;30.9;22.9;0;15.84;271
19;43.23;25.62;37.36;30.9;22.9;0;15.84;77
20;46.78;25.62;24.91;30.9;22.9;0;15.84;0
21;50.84;25.62;24.91;30.9;22.9;0;15.84;0
22;46.78;25.62;24.91;30.9;22.9;0;15.84;0
23;43.97;27.45;29.35;31;24.2;0;12.96;0
0;42.6;27.45;14.68;31;24.2;0;12.96;0
1;39.53;27.45;14.68;31;24.2;0;12.96;0
2;34.48;27.45;14.68;31;24.2;0;12.96;0
3;32.76;27.45;14.68;31;24.2;0;12.96;0
4;32.68;27.45;14.68;31;24.2;0;12.96;0
5;34.7;27.45;14.68;31;24.2;0;12.96;0
6;43.71;27.45;14.68;31;24.2;0;12.96;0
7;44.84;27.45;14.68;31;24.2;0;12.96;86
8;48.09;27.45;29.35;31;24.2;0;12.96;279
9;45.24;27.45;29.35;31;24.2;0;12.96;478
10;43.07;27.45;44.03;31;24.2;0;12.96;658
11;41.69;27.45;44.03;31;24.2;0;12.96;794.01
12;40.07;27.45;44.03;31;24.2;0;12.96;882.01
13;38.8;27.45;44.03;31;24.2;0;12.96;916.01
14;35.91;27.45;29.35;31;24.2;0;12.96;878.01
15;35.57;27.45;29.35;31;24.2;0;12.96;791.01
16;35.65;27.45;29.35;31;24.2;0;12.96;654
17;39.00;27.45;44.03;31;24.2;0;12.96;464
18;40.99;27.45;44.03;31;24.2;0;12.96;266
19;42.04;27.45;44.03;31;24.2;0;12.96;74
20;43.25;27.45;29.35;31;24.2;0;12.96;0
21;43.64;27.45;29.35;31;24.2;0;12.96;0
22;40.45;27.45;29.35;31;24.2;0;12.96;0
23;37.69;28.47;30.99;27.4;21.1;2.9;14.04;0
0;31.93;28.47;15.5;27.4;21.1;2.9;14.04;0
1;31.07;28.47;15.5;27.4;21.1;2.9;14.04;0
2;30.13;28.47;15.5;27.4;21.1;2.9;14.04;0
3;30.2;28.47;15.5;27.4;21.1;2.9;14.04;0
4;31.00;28.47;15.5;27.4;21.1;2.9;14.04;0
5;32.32;28.47;15.5;27.4;21.1;2.9;14.04;0
6;32.93;28.47;15.5;27.4;21.1;2.9;14.04;0
7;37.09;28.47;15.5;27.4;21.1;2.9;14.04;83
8;37.82;28.47;30.99;27.4;21.1;2.9;14.04;275
9;37.86;28.47;30.99;27.4;21.1;2.9;14.04;473
10;38.6;28.47;46.49;27.4;21.1;2.9;14.04;651
11;40.62;28.47;46.49;27.4;21.1;2.9;14.04;787.01
12;42.57;28.47;46.49;27.4;21.1;2.9;14.04;879.01
13;42.31;28.47;46.49;27.4;21.1;2.9;14.04;898.01
14;42.51;28.47;30.99;27.4;21.1;2.9;14.04;865.01
15;41.48;28.47;30.99;27.4;21.1;2.9;14.04;783.01
16;40.3;28.47;30.99;27.4;21.1;2.9;14.04;640
17;42.57;28.47;46.49;27.4;21.1;2.9;14.04;457
18;44.77;28.47;46.49;27.4;21.1;2.9;14.04;257
19;46.00;28.47;46.49;27.4;21.1;2.9;14.04;62.1
20;47.5;28.47;30.99;27.4;21.1;2.9;14.04;0
21;53.00;28.47;30.99;27.4;21.1;2.9;14.04;0
22;48.38;28.47;30.99;27.4;21.1;2.9;14.04;0
23;44.86;28.59;31.76;26.1;17.7;0;12.96;0
0;46.91;28.59;15.88;26.1;17.7;0;12.96;0
1;42.91;28.59;15.88;26.1;17.7;0;12.96;0
2;40.02;28.59;15.88;26.1;17.7;0;12.96;0
3;38.93;28.59;15.88;26.1;17.7;0;12.96;0
4;38.3;28.59;15.88;26.1;17.7;0;12.96;0
5;40.02;28.59;15.88;26.1;17.7;0;12.96;0
6;42.93;28.59;15.88;26.1;17.7;0;12.96;0
7;47.78;28.59;15.88;26.1;17.7;0;12.96;81
8;51.04;28.59;31.76;26.1;17.7;0;12.96;267
9;50.81;28.59;31.76;26.1;17.7;0;12.96;468
10;49.69;28.59;47.64;26.1;17.7;0;12.96;645
11;50.01;28.59;47.64;26.1;17.7;0;12.96;780.01
12;49.46;28.59;47.64;26.1;17.7;0;12.96;872.01
13;49.46;28.59;47.64;26.1;17.7;0;12.96;900.01
14;46.91;28.59;31.76;26.1;17.7;0;12.96;867.01
15;46.91;28.59;31.76;26.1;17.7;0;12.96;787.01
16;46.91;28.59;31.76;26.1;17.7;0;12.96;636
17;45.51;28.59;47.64;26.1;17.7;0;12.96;450
18;45.82;28.59;47.64;26.1;17.7;0;12.96;250
19;46.91;28.59;47.64;26.1;17.7;0;12.96;56.56
20;48.01;28.59;31.76;26.1;17.7;0;12.96;0
21;51.49;28.59;31.76;26.1;17.7;0;12.96;0
22;47.74;28.59;31.76;26.1;17.7;0;12.96;0
23;45.42;28.34;31.99;26.8;18;0;11.88;0
0;39.9;28.34;15.99;26.8;18;0;11.88;0
1;37.3;28.34;15.99;26.8;18;0;11.88;0
2;34.73;28.34;15.99;26.8;18;0;11.88;0
3;32.47;28.34;15.99;26.8;18;0;11.88;0
4;32.01;28.34;15.99;26.8;18;0;11.88;0
5;34.74;28.34;15.99;26.8;18;0;11.88;0
6;40.88;28.34;15.99;26.8;18;0;11.88;0
7;45.71;28.34;15.99;26.8;18;0;11.88;60
8;47.99;28.34;31.99;26.8;18;0;11.88;256
9;49.01;28.34;31.99;26.8;18;0;11.88;458
10;46.01;28.34;47.98;26.8;18;0;11.88;635
11;45.51;28.34;47.98;26.8;18;0;11.88;777.01
12;46.00;28.34;47.98;26.8;18;0;11.88;873.01
13;44.33;28.34;47.98;26.8;18;0;11.88;902.01
14;41.44;28.34;31.99;26.8;18;0;11.88;858.01
15;38.25;28.34;31.99;26.8;18;0;11.88;779.01
16;38.25;28.34;31.99;26.8;18;0;11.88;631
17;33.27;28.34;47.98;26.8;18;0;11.88;438
18;32.27;28.34;47.98;26.8;18;0;11.88;237
19;33.37;28.34;47.98;26.8;18;0;11.88;50.48
20;37.72;28.34;31.99;26.8;18;0;11.88;0
21;43.48;28.34;31.99;26.8;18;0;11.88;0
22;41.38;28.34;31.99;26.8;18;0;11.88;0
23;39.19;29.48;30.98;25.9;19.1;0;15.84;0
0;36.82;29.48;15.49;25.9;19.1;0;15.84;0
1;33.76;29.48;15.49;25.9;19.1;0;15.84;0
2;30.74;29.48;15.49;25.9;19.1;0;15.84;0
3;29.27;29.48;15.49;25.9;19.1;0;15.84;0
4;28.31;29.48;15.49;25.9;19.1;0;15.84;0
5;29.00;29.48;15.49;25.9;19.1;0;15.84;0
6;29.6;29.48;15.49;25.9;19.1;0;15.84;0
7;29.97;29.48;15.49;25.9;19.1;0;15.84;67
8;35.94;29.48;30.98;25.9;19.1;0;15.84;251
9;38.3;29.48;30.98;25.9;19.1;0;15.84;437
10;30.53;29.48;46.48;25.9;19.1;0;15.84;615
11;28.95;29.48;46.48;25.9;19.1;0;15.84;749.01
12;28.95;29.48;46.48;25.9;19.1;0;15.84;846.01
13;29.00;29.48;46.48;25.9;19.1;0;15.84;873.01
14;28.34;29.48;30.98;25.9;19.1;0;15.84;831.01
15;24.00;29.48;30.98;25.9;19.1;0;15.84;641
16;21.00;29.48;30.98;25.9;19.1;0;15.84;566
17;20.2;29.48;46.48;25.9;19.1;0;15.84;421
18;23.1;29.48;46.48;25.9;19.1;0;15.84;222
19;28.47;29.48;46.48;25.9;19.1;0;15.84;38.17
20;33.76;29.48;30.98;25.9;19.1;0;15.84;0
21;43.82;29.48;30.98;25.9;19.1;0;15.84;0
22;41.92;29.48;30.98;25.9;19.1;0;15.84;0
23;39.26;29.48;25.36;28;20.3;0;15.84;0
0;38.2;29.48;12.68;28;20.3;0;15.84;0
1;34.98;29.48;12.68;28;20.3;0;15.84;0
2;32.08;29.48;12.68;28;20.3;0;15.84;0
3;31.34;29.48;12.68;28;20.3;0;15.84;0
4;30.74;29.48;12.68;28;20.3;0;15.84;0
5;30.98;29.48;12.68;28;20.3;0;15.84;0
6;30.59;29.48;12.68;28;20.3;0;15.84;0
7;30.74;29.48;12.68;28;20.3;0;15.84;68
8;31.97;29.48;25.36;28;20.3;0;15.84;244
9;32.25;29.48;25.36;28;20.3;0;15.84;445
10;32.39;29.48;38.04;28;20.3;0;15.84;637.01
11;32.25;29.48;38.04;28;20.3;0;15.84;780.01
12;31.38;29.48;38.04;28;20.3;0;15.84;863.01
13;30.4;29.48;38.04;28;20.3;0;15.84;890.01
14;29.97;29.48;25.36;28;20.3;0;15.84;851.01
15;29.23;29.48;25.36;28;20.3;0;15.84;737.01
16;29.98;29.48;25.36;28;20.3;0;15.84;592
17;31.41;29.48;38.04;28;20.3;0;15.84;434
18;35.18;29.48;38.04;28;20.3;0;15.84;139
19;39.08;29.48;38.04;28;20.3;0;15.84;41.73
20;42.7;29.48;25.36;28;20.3;0;15.84;0
21;43.13;29.48;25.36;28;20.3;0;15.84;0
22;41.97;29.48;25.36;28;20.3;0;15.84;0
23;37.00;29.48;22.86;28.9;20.4;0;15.84;0
0;33.39;29.48;11.43;28.9;20.4;0;15.84;0
1;30.82;29.48;11.43;28.9;20.4;0;15.84;0
2;28.89;29.48;11.43;28.9;20.4;0;15.84;0
3;28.43;29.48;11.43;28.9;20.4;0;15.84;0
4;29.41;29.48;11.43;28.9;20.4;0;15.84;0
5;34.39;29.48;11.43;28.9;20.4;0;15.84;0
6;45.24;29.48;11.43;28.9;20.4;0;15.84;0
7;42.92;29.48;11.43;28.9;20.4;0;15.84;51
8;44.88;29.48;22.86;28.9;20.4;0;15.84;204
9;44.3;29.48;22.86;28.9;20.4;0;15.84;320
10;41.06;29.48;34.28;28.9;20.4;0;15.84;496
11;39.9;29.48;34.28;28.9;20.4;0;15.84;659
12;44.18;29.48;34.28;28.9;20.4;0;15.84;784.01
13;45.18;29.48;34.28;28.9;20.4;0;15.84;824.01
14;44.88;29.48;22.86;28.9;20.4;0;15.84;750.01
15;44.35;29.48;22.86;28.9;20.4;0;15.84;692.01
16;44.35;29.48;22.86;28.9;20.4;0;15.84;588
17;44.88;29.48;34.28;28.9;20.4;0;15.84;384
18;46.18;29.48;34.28;28.9;20.4;0;15.84;217
19;47.88;29.48;34.28;28.9;20.4;0;15.84;41.12
20;51.18;29.48;22.86;28.9;20.4;0;15.84;0
21;55.69;29.48;22.86;28.9;20.4;0;15.84;0
22;50.77;29.48;22.86;28.9;20.4;0;15.84;0
23;45.00;28.68;27.24;29;19.6;0;12.96;0
0;42.71;28.68;13.62;29;19.6;0;12.96;0
1;38.00;28.68;13.62;29;19.6;0;12.96;0
2;36.55;28.68;13.62;29;19.6;0;12.96;0
3;35.00;28.68;13.62;29;19.6;0;12.96;0
4;36.2;28.68;13.62;29;19.6;0;12.96;0
5;38.89;28.68;13.62;29;19.6;0;12.96;0
6;48.08;28.68;13.62;29;19.6;0;12.96;0
7;50.74;28.68;13.62;29;19.6;0;12.96;60
8;51.55;28.68;27.24;29;19.6;0;12.96;236
9;52.5;28.68;27.24;29;19.6;0;12.96;449
10;51.34;28.68;40.87;29;19.6;0;12.96;628.01
11;53.46;28.68;40.87;29;19.6;0;12.96;753.01
12;50.86;28.68;40.87;29;19.6;0;12.96;852.01
13;49.77;28.68;40.87;29;19.6;0;12.96;868.01
14;47.12;28.68;27.24;29;19.6;0;12.96;839.01
15;47.00;28.68;27.24;29;19.6;0;12.96;750.01
16;48.58;28.68;27.24;29;19.6;0;12.96;593
17;49.27;28.68;40.87;29;19.6;0;12.96;419
18;48.03;28.68;40.87;29;19.6;0;12.96;225
19;46.19;28.68;40.87;29;19.6;0;12.96;37.58
20;48.08;28.68;27.24;29;19.6;0;12.96;0
21;50.02;28.68;27.24;29;19.6;0;12.96;0
22;44.35;28.68;27.24;29;19.6;0;12.96;0
23;40.01;27.71;28.12;28.8;20.1;0;11.16;0
0;41.67;27.71;14.06;28.8;20.1;0;11.16;0
1;38.02;27.71;14.06;28.8;20.1;0;11.16;0
2;36.35;27.71;14.06;28.8;20.1;0;11.16;0
3;34.72;27.71;14.06;28.8;20.1;0;11.16;0
4;35.7;27.71;14.06;28.8;20.1;0;11.16;0
5;38.35;27.71;14.06;28.8;20.1;0;11.16;0
6;44.07;27.71;14.06;28.8;20.1;0;11.16;0
7;44.35;27.71;14.06;28.8;20.1;0;11.16;62
8;46.00;27.71;28.12;28.8;20.1;0;11.16;252
9;47.01;27.71;28.12;28.8;20.1;0;11.16;458
10;44.35;27.71;42.19;28.8;20.1;0;11.16;641.01
11;44.35;27.71;42.19;28.8;20.1;0;11.16;790.01
12;45.02;27.71;42.19;28.8;20.1;0;11.16;884.01
13;44.11;27.71;42.19;28.8;20.1;0;11.16;882.01
14;43.96;27.71;28.12;28.8;20.1;0;11.16;791.01
15;44.02;27.71;28.12;28.8;20.1;0;11.16;288
16;46.46;27.71;28.12;28.8;20.1;0;11.16;333
17;48.01;27.71;42.19;28.8;20.1;0;11.16;81
18;48.03;27.71;42.19;28.8;20.1;0;11.16;107
19;49.77;27.71;42.19;28.8;20.1;0;11.16;32.94
20;51.08;27.71;28.12;28.8;20.1;0;11.16;0
21;52.18;27.71;28.12;28.8;20.1;0;11.16;0
22;49.34;27.71;28.12;28.8;20.1;0;11.16;0
23;43.94;28.2;28.6;29.4;20.3;0;12.96;0
0;44.55;28.2;14.3;29.4;20.3;0;12.96;0
1;40.93;28.2;14.3;29.4;20.3;0;12.96;0
2;38.36;28.2;14.3;29.4;20.3;0;12.96;0
3;35.84;28.2;14.3;29.4;20.3;0;12.96;0
4;35.43;28.2;14.3;29.4;20.3;0;12.96;0
5;38.73;28.2;14.3;29.4;20.3;0;12.96;0
6;49.5;28.2;14.3;29.4;20.3;0;12.96;0
7;53.22;28.2;14.3;29.4;20.3;0;12.96;62
8;55.01;28.2;28.6;29.4;20.3;0;12.96;254
9;52.35;28.2;28.6;29.4;20.3;0;12.96;455
10;48.17;28.2;42.9;29.4;20.3;0;12.96;635.01
11;48.00;28.2;42.9;29.4;20.3;0;12.96;779.01
12;46.98;28.2;42.9;29.4;20.3;0;12.96;880.01
13;44.35;28.2;42.9;29.4;20.3;0;12.96;903.01
14;44.3;28.2;28.6;29.4;20.3;0;12.96;866.01
15;41.47;28.2;28.6;29.4;20.3;0;12.96;752.01
16;42.65;28.2;28.6;29.4;20.3;0;12.96;589
17;44.69;28.2;42.9;29.4;20.3;0;12.96;418
18;50.12;28.2;42.9;29.4;20.3;0;12.96;233
19;51.89;28.2;42.9;29.4;20.3;0;12.96;30.05
20;54.51;28.2;28.6;29.4;20.3;0;12.96;0
21;52.57;28.2;28.6;29.4;20.3;0;12.96;0
22;50.01;28.2;28.6;29.4;20.3;0;12.96;0
23;44.11;28.71;28.93;25.5;21.8;0;16.92;0
0;44.34;28.71;14.47;25.5;21.8;0;16.92;0
1;39.07;28.71;14.47;25.5;21.8;0;16.92;0
2;36.2;28.71;14.47;25.5;21.8;0;16.92;0
3;33.4;28.71;14.47;25.5;21.8;0;16.92;0
4;32.68;28.71;14.47;25.5;21.8;0;16.92;0
5;33.57;28.71;14.47;25.5;21.8;0;16.92;0
6;43.17;28.71;14.47;25.5;21.8;0;16.92;0
7;48.43;28.71;14.47;25.5;21.8;0;16.92;60
8;51.64;28.71;28.93;25.5;21.8;0;16.92;251
9;51.25;28.71;28.93;25.5;21.8;0;16.92;448
10;50.12;28.71;43.4;25.5;21.8;0;16.92;639.01
11;48.69;28.71;43.4;25.5;21.8;0;16.92;784.01
12;48.81;28.71;43.4;25.5;21.8;0;16.92;868.01
13;46.24;28.71;43.4;25.5;21.8;0;16.92;904.01
14;42.54;28.71;28.93;25.5;21.8;0;16.92;839.01
15;40.16;28.71;28.93;25.5;21.8;0;16.92;748.01
16;40.09;28.71;28.93;25.5;21.8;0;16.92;568
17;44.00;28.71;43.4;25.5;21.8;0;16.92;418
18;46.03;28.71;43.4;25.5;21.8;0;16.92;215
19;48.79;28.71;43.4;25.5;21.8;0;16.92;24.52
20;51.25;28.71;28.93;25.5;21.8;0;16.92;0
21;50.52;28.71;28.93;25.5;21.8;0;16.92;0
22;44.00;28.71;28.93;25.5;21.8;0;16.92;0
23;40.37;28.2;29.17;27.1;16.7;13.5;15.84;0
0;39.58;28.2;14.59;27.1;16.7;13.5;15.84;0
1;38.4;28.2;14.59;27.1;16.7;13.5;15.84;0
2;38.4;28.2;14.59;27.1;16.7;13.5;15.84;0
3;38.4;28.2;14.59;27.1;16.7;13.5;15.84;0
4;30.9;28.2;14.59;27.1;16.7;13.5;15.84;0
5;30.9;28.2;14.59;27.1;16.7;13.5;15.84;0
6;31.6;28.2;14.59;27.1;16.7;13.5;15.84;0
7;34.2;28.2;14.59;27.1;16.7;13.5;15.84;50
8;38.3;28.2;29.17;27.1;16.7;13.5;15.84;247
9;37.55;28.2;29.17;27.1;16.7;13.5;15.84;450
10;32.7;28.2;43.76;27.1;16.7;13.5;15.84;632.01
11;34.91;28.2;43.76;27.1;16.7;13.5;15.84;773.01
12;35.65;28.2;43.76;27.1;16.7;13.5;15.84;864.01
13;34.89;28.2;43.76;27.1;16.7;13.5;15.84;890.01
14;33.23;28.2;29.17;27.1;16.7;13.5;15.84;848.01
15;30.5;28.2;29.17;27.1;16.7;13.5;15.84;727.01
16;30.04;28.2;29.17;27.1;16.7;13.5;15.84;505
17;30.9;28.2;43.76;27.1;16.7;13.5;15.84;408
18;30.8;28.2;43.76;27.1;16.7;13.5;15.84;166
19;37.03;28.2;43.76;27.1;16.7;13.5;15.84;21.11
20;42.8;28.2;29.17;27.1;16.7;13.5;15.84;0
21;43.08;28.2;29.17;27.1;16.7;13.5;15.84;0
22;38.94;28.2;29.17;27.1;16.7;13.5;15.84;0
23;31.16;28.2;26.24;27.2;18.6;0;12.96;0
0;34.04;28.2;13.12;27.2;18.6;0;12.96;0
1;31.00;28.2;13.12;27.2;18.6;0;12.96;0
2;30.29;28.2;13.12;27.2;18.6;0;12.96;0
3;29.32;28.2;13.12;27.2;18.6;0;12.96;0
4;29.39;28.2;13.12;27.2;18.6;0;12.96;0
5;29.6;28.2;13.12;27.2;18.6;0;12.96;0
6;30.8;28.2;13.12;27.2;18.6;0;12.96;0
7;30.9;28.2;13.12;27.2;18.6;0;12.96;59
8;30.8;28.2;26.24;27.2;18.6;0;12.96;240
9;30.01;28.2;26.24;27.2;18.6;0;12.96;432
10;27.5;28.2;39.36;27.2;18.6;0;12.96;612.01
11;23.27;28.2;39.36;27.2;18.6;0;12.96;724.01
12;26.36;28.2;39.36;27.2;18.6;0;12.96;814.01
13;30.7;28.2;39.36;27.2;18.6;0;12.96;843.01
14;30.28;28.2;26.24;27.2;18.6;0;12.96;799.01
15;29.6;28.2;26.24;27.2;18.6;0;12.96;694.01
